conv_id,turn_no,conv_type,speaker,text,emotion,empathy,politeness
14,7,high_015,C,I think that's a common like idea is that oh the ones that have been through treatment a bunch are more difficult or those who have you know just been unsuccessful and they've tried or they've grown up in this environment or that environment and you know it's everyone is different that's why I I personally have a very eclectic approach to each individual and I work with a fantastic team that I can run things by you know people who have stronger knowledge base on certain things so I think everyone has to be approached individually,confident,,
14,8,high_015,T,so I guess the message here is that the transition is really important yes the treatment facility is good you could need to go to the detoxification the group therapy but it's also that transition period in every facility I think has a an intensive outpatient program or a sober living environment or at least the referrals that you can get to that so it doesn't just stop after the 28 days it continues and that's I think what we're saying professionally here well actually leads us to the last our last show we we met with the girl named sunny and we're gonna do a flashback here but sunny was basically offered treatment and she she's knows so much about herself she's very good at saying exactly what she feels and she you could just see there was no hope there she basically said look I've been through these programs I helped run these programs I was a counselor and I was going into the bathroom and I was shooting up in the bathroom and I was going out and no one even knew it for weeks and weeks and weeks and so then at this point she's like well I'll try it but why bother at this point I'd been through it all I know myself and we've all been there where we knew ourselves we knew that nothing was going to stand the way of our using we wanted to stop but our head just check something happened in our brains and something happened with with our lives that all of a sudden we would go back to using again and she knew herself but is it always is anyone a lost cause that's it always worth it,,highly empathetic,highly polite
14,9,high_015,C,absolutely,confident,,
14,10,high_015,C,my wife Sonny had a period of sobriety and she relapse back in May we have a small child we have two and a half year old son,sad,,
14,11,high_015,T,there's always another chance no matter how bad it gets is it possible can we talk to your,,highly empathetic,highly polite
14,12,high_015,C,15 years and I put my step worth on the back burner and I went out I was shooting dope i was shooting heroin a meth in my neck every day and you know working and treatment trying to work there still you know and it's trying to go to this meeting and be secretary still high you know I said I wouldn't get high at work and you know that I'm trying to find a vein in the bathroom all night I had no mental defense against the needle I stole medication I went to sober living after so we're living I used there and i use there and i use there and i go on until i start doing things that are shady since i realized i've been able to put together more than a week,sad,,
14,13,high_015,T,is there a willingness or you are you basically giving up,,low empathetic,low polite
14,14,high_015,C,what's what's gonna do this time you know why is this place gonna be magical,hopeful,,
14,15,high_015,T,so what I'm asking you at this point will you give it one more shot and are you willing to go to treatment,,highly empathetic,low polite
14,16,high_015,C,another,afraid,,
14,17,high_015,T,at this point what do we have to lose you know what's scary,,non empathetic,low polite
14,18,high_015,C,I get the all right,confident,,
14,19,high_015,T,thank you so much for doing this i know that it hasn't been easy,,highly empathetic,highly polite
14,20,high_015,C,no problem,content,,
14,21,high_015,T,how are you doing first of all,,highly empathetic,low polite
14,22,high_015,C,i'm doing excellent i feel great,confident,,
14,23,high_015,T,there was one part where we actually asked her it was cut out we said you know do you want to go to treatment she says,,low empathetic,low polite
14,24,high_015,C,can I bring my cell phone like I don't know about that but you know I I you went to Spencer Recovery Center and I worked there so I'm able to see the transition as well I don't work in and him with you but Carrie does,confident,,
14,25,high_015,T,you know you you were honest about being a manipulator you were honest about the other programs you went to what's it like now for you what was it like what was different about this place,,highly empathetic,low polite
14,26,high_015,C,you know I'm not really sure but there is something different I mean I don't know if it's with me or just with my like a psychic kind of change you know going in there except not being out of maybe desperation but just out of my own choice just to be like all right I'm gonna do something different with my life this time and really try and then I had a hard time for a little bit and I really worked with Carrie like to address some of my other issues that might be going on you know other than if I'm relapsing that much maybe there's something else going on with me besides just my addiction you know,hopeful,,
14,27,high_015,T,but you've worked hard it hasn't been easy,,low empathetic,low polite
14,28,high_015,C,no it hasn't I've had some struggles like just mental struggles you know when you get back into mode to a relapse it's like or feel that feeling and then you know if to just pray on it and just like so something else can intervene and like besides yourself you know because i did and God stepped in and took those things away you know like because once you're in that mode it's very hard to once you're locked in a mode that you decided to use or like that you're getting feeling like you may want to it's very hard to get yourself out of that and I managed to pull myself out of that with the help of Spencer,trusting,,
14,29,high_015,T,the transition that we see just on the outside as well I mean people at home need to see that because when you're working for a facility at one point shooting drugs into your neck and then your back at home wondering how am I everyone do this because every Center that I went to i manipulated it and I ended up pulling one over on them and Here I am again back at home shooting drugs or using suboxone or whatever it is that you were doing I like to just take a few minutes to have your your dad and you have a little boy come up and talk to them just for a fitting,,low empathetic,highly polite
15,0,high_016,T,why miss Clark my name is Alan Lyme I'm a social worker at the Family Health Center dr. Sheila asked me if I would spend some time with you today I'm really glad that you here I'm just curious as to why he would send you to me,,highly empathetic,highly polite
15,1,high_016,C,well I came to see dr. Steele last week because of increasing stress and anxiety that's kind of getting the best of me and in the course of my appointment with him he was asking how I was dealing with that stress and I mentioned that my one or two glasses of wine a few nights a week is turning into more frequent in maybe three or four on some nights and he had some concerns about that and and felt like maybe you could help me with stress or something,afraid,,
15,2,high_016,T,yeah so he he actually see me because he went to him for increased stress and he's concerned that your alcohol consumption may be a part of that increase and prior to prescribing you anything you want to make sure that you had someone to talk to about that,,non empathetic,low polite
15,3,high_016,C,I suppose,hopeful,,
15,4,high_016,T,okay I saw you filled in one of the pink sheets might take a little bit,,highly empathetic,low polite
15,5,high_016,C,he told me to fill that out and bring it with me,confident,,
15,6,high_016,T,okay thank you so you say here that you have four or more drinks in one week you mentioned that you may be increasing that a little bit as well um and that you have one or two drinks in one setting,,non empathetic,highly polite
15,7,high_016,C,typically,angry,,
15,8,high_016,T,yeah and maybe monthly you have more than that what what's what kind of drinks do you have what do you drink we need to drive,,non empathetic,low polite
15,9,high_016,C,wine with my meals um you know again one or two typically and more frequently three or four so my stress is increased,afraid,,
15,10,high_016,T,so starting to increase this times drink a little more okay well based on what you put here you give it gives you six points on this scale scale ranges from zero to forty so six points will put you in what we consider an at-risk zone so if it's okay with you lots to talk a bit about that,,non empathetic,low polite
15,11,high_016,C,okay,angry,,
15,12,high_016,T,okay so that was sunset run zero to forty it's not it's not a super high risk but it certainly could be a risk for maybe increasing stress maybe some physical Emmas related to alcohol well could start to show up if you were to increase your drinking from there or you can stay there this is a typical standard drink size over here I'm not sure whether that fits your description of a glass of wine a lot,,non empathetic,low polite
15,13,high_016,C,I fill the glass up so maybe a little more than,hopeful,,
15,14,high_016,T,yeah maybe the little space that it's upside to drink drink and a half each one so that also increased a little bit more so perhaps maybe drinking more than you indicated on here and for women you healthy woman your age no more than three drinks in one setting is considered to be lower or no-risk and 1/7 in one week,,non empathetic,low polite
15,15,high_016,C,so in total,angry,,
15,16,high_016,T,how much total in the week and what you say here is that even on this sheet you're perhaps already drinking more than that,,non empathetic,low polite
15,17,high_016,C,mmm,afraid,,
15,18,high_016,T,so what do you make of all that,,non empathetic,impolite
15,19,high_016,C,well that news to me you know I thought red wine with your meals is supposed to be healthy and you know no more than seven in a week that seems kind of prohibitive,sad,,
15,20,high_016,T,yeah it seems it seems a little less than perhaps you've been drinking with what you consider to be healthy drinking and certainly there's this conflicting information out there about what's healthy what's not healthy imagine the increased stresses what because we're concerned or to seal as your stresses increases and if you were to prescribe you anything maybe some interaction between the two but also build and serve them I would think so if you would what is it that you like about alcohol,,non empathetic,highly polite
15,21,high_016,C,well you know it does at least in the moment temporarily reduce my stress and I you know like a good glass of wine I don't don't drink the cheap stuff I like the expensive what,content,,
15,22,high_016,T,so you like the taste of it mm-hmm and it does help to lower the stress signal which is for that time you're drinking one of those so good things about alcohol for you,,low empathetic,highly polite
15,23,high_016,C,um well you know the nights that maybe I have a couple more glasses than I should I wake up feeling kind of yuck and of course part of my stress is finances and I mentioned I like the good stuff and so if I'm drinking more than I'm increasing my financial burden,sad,,
15,24,high_016,T,yeah so your financial stress may be increased by the fact that you're drinking,,non empathetic,low polite
15,25,high_016,C,yeah kind of defeating the purpose there,sad,,
15,26,high_016,T,22 the drinking to do stress and increasing stresses so the one hand it lowers it on the other hand it's increasing kind of a seesaw teeter-totter effect then what do you make of that give them that on one hand it lowers and the other had it increases and now it's increasing even more,,non empathetic,low polite
15,27,high_016,C,maybe I need to find some other way to deal with my stress,afraid,,
15,28,high_016,T,yeah imagine you've had some thoughts of that what have you thought of trying,,highly empathetic,low polite
15,29,high_016,C,well I've exercised in the past and that helps right now my schedule is kind of out of whack and I just really don't know what to do that's why I came to see dr. Steele I thought maybe he can prescribe me something that would help me you know when I'm feeling overwhelmed,hopeful,,
15,30,high_016,T,and he may be able to I'm not saying that he cannot I'm just imagine that he's concerned that if you continue to drink on the level that you are drinking that whatever he prescribes you there may be an interaction with the to imagine that she's concerned I'm not completely sure so you've had some success in the past with changing behaviors and if you were to decide to make any changes here it sounds like you could drop all that to make those changes how important would it be for you on a scale of 0 through 10 i below the visual here with that if zero is not important tennis is very important to do something about your drinking way,,non empathetic,highly polite
15,31,high_016,C,mm-hmm well I mean if if it means that it's increasing my stress and or he's not going to prescribe me anything because of my drinking then it's fairly important maybe about a 7,afraid,,
15,32,high_016,T,mm-hmm let's put it up there why do you choose a 7 or a 504,,non empathetic,low polite
15,33,high_016,C,well again I've got to get things under control you know my kids are depending on me and I've got to go to work to help ease this financial stress and so you know all those responsibilities,sentimental,,
15,34,high_016,T,there's a lot riding on your decision in what to do this what if anything will bring up too late online on that scale,,non empathetic,low polite
15,35,high_016,C,um well the you know the risk that you mentioned about the drug interaction I certainly can't afford to you know have any more stress,afraid,,
15,36,high_016,T,yeah so so you choose to lower your stress rather than increase it and if lo and your drinking would have that effect that something be willing to do right now how confident are you that you could do something about your drinking,,low empathetic,highly polite
15,37,high_016,C,I'm pretty confident and you know probably about a seven or eight,confident,,
15,38,high_016,T,okay so it's pretty hot up there again and what if what if anything would you choose to do would be to cut down with a bit to quit just in case but,,non empathetic,highly polite
15,39,high_016,C,you know I like I said like a good glass of wine I don't want to quit altogether I'd be willing to try cutting that but you know if it's going to if doctor seal would agree to prescribe me something for the anxiety and it meant that I had to not drink at all I'd be willing to do that at least for a period of time,afraid,,
15,40,high_016,T,so you'd be willing to stop altogether that's what was indicated by the physician okay so so based on that how ready are you to do anything right now whether it's to cut back whether it is to quit,,non empathetic,highly polite
15,41,high_016,C,well again you know if I can get something to help me manage if maybe I can find some other way to deal with the stress then then you know I be pretty ready I again maybe about in on that scale maybe an eighth,confident,,
15,42,high_016,T,okay so that's that's pretty hot there as well it sounds is that you'll be pretty motivated to do something about this right now given your responsibilities given your children relying at this point and just on on lowering anxiety in general it sounds and that's one of your goals as well well I'm pretty confident that once you decide to do whatever it is you decide to do you'll be able to follow through that based on your experience in the past of of making behavior changes imagine some things that you can draw upon what's one thing that you could do imagine you thought of some things might help to lower your stress,,low empathetic,highly polite
15,43,high_016,C,well I you know the the exercise but again that's that's kind of difficult to fit in right now hoping that dr. seal will prescribe something for me to take when I'm feeling particularly overwhelmed and maybe just having somebody to talk to to bounce some things off of,hopeful,,
15,44,high_016,T,one of the things we can't offer here is for you to come in and talk to one of our behavioral health specialists may be able to help you talk talk through this there's a terrible stress and sound like responsibility there and we can make a point for you if you like before you leave today dad talk to someone,,highly empathetic,highly polite
15,45,high_016,C,that'd be nice,hopeful,,
15,46,high_016,T,right it also has some information here if you're interested some a pamphlet on alcohol and and how what healthy limits are and how it may be affected by medications that you took as well and I wish you lots of luck it sounds as though you really committed to making this shift in this change and imagined doctors still wanna fight with you and see how you do with your with your change within a few weeks again I look forward to speaking to in the future,,highly empathetic,highly polite
15,47,high_016,C,all right thank you very much,grateful,,
15,48,high_016,T,you're welcome,,highly empathetic,low polite
242,0,low_089,C,professor can I come in,afraid,,
242,1,low_089,T,yeah have a seat I'll be with you in a second well what is it,,non empathetic,low polite
242,2,low_089,C,I'm in your microbiology class the semester and I was wondering if you could help me choose my classes for next semester,hopeful,,
242,3,low_089,T,take one of these handouts on my desk,,low empathetic,low polite
242,4,low_089,C,what is this,afraid,,
242,5,low_089,T,it's a list of classes that students taking this major cross off the ones you've already taken it choose from the ones that are left,,non empathetic,low polite
242,6,low_089,C,okay I cross off,content,,
242,7,low_089,T,I'm guessing if you're in my microbiology class this semester you're ready to take these next classes right,,low empathetic,low polite
242,8,low_089,C,well microbiology is really hard and I'm kind of struggling,afraid,,
242,9,low_089,T,what do you want to do with your major,,highly empathetic,low polite
242,10,low_089,C,i'm not sure i was thinking grad school veterinary medicine maybe,afraid,,
242,11,low_089,T,oh you want to save the kittens and puppies on very nice well you're gonna have to be a much better student if you want to do that or just about anything else in this field anyway the sheets go to the classes you can take so study hard I'll see you in class okay,,highly empathetic,highly polite
243,0,low_090,T,Jim Cup hi I why are you stuff in my office all right Jim so what brings you in today,,non empathetic,highly polite
243,1,low_090,C,oh man you know just I change my lifestyle just finding what works Todd burning stuff and I got this I don't know like family problems in the past and dad died from having a hard Zak and everything and I guess I'm next so you know got to figure everything out how much it seems like a lot of work,afraid,,
243,2,low_090,T,all right listen up you got to make some big lifestyle changes you need be decreasing your so do you need to be an angry teasing potassium increasing magnesium cutting all that saturated fat your diet looks horrible right now I mean you're you're hardly doing anything right Jim you're going to end up just like your dad if you don't change right now you have to change Jim,,non empathetic,highly polite
243,3,low_090,C,well jesus take the wheel in because I'm stressed that's what I'm coming here for geez opium just I'm trying,grateful,,
244,0,low_091,C,hi pharmacists I have some questions that I really need to speak to someone about,afraid,,
244,1,low_091,T,yeah pharmacist go ahead,,non empathetic,low polite
244,2,low_091,C,so I'm going to let your advice because my son doctor is really on my case about getting vaccinated against the measles because of all the cases that are happening but I really don't believe in vaccines,afraid,,
244,3,low_091,T,well the measles is a really bad infection so it's really important you need to give your son the vaccinations,,highly empathetic,low polite
244,4,low_091,C,what about all the risks my son's never been sick because I make sure he  washes those hands I keep them away from public places and I give them walk the vitamins,sentimental,,
244,5,low_091,T,it doesn't matter if your son's always healthy vitamins don't treat the measles,,low empathetic,low polite
245,0,low_092,T,"Mm, except there's nothing funny about mental illness.",,low empathetic,low polite
245,1,low_092,C,Yeah of course.,sad,,
245,2,low_092,T,So depression huh? The big D.,,low empathetic,low polite
245,3,low_092,C,Yeah.,sad,,
245,4,low_092,T,"You know, I find it so surprising that people can be depressed nowadays when there's new Star Wars movies coming out, like this guy.",,low empathetic,low polite
245,5,low_092,C,Well those prequels are just so bad.,angry,,
245,6,low_092,T,Well that's your opinion.,,non empathetic,low polite
245,7,low_092,C,"Yeah, that's my opinion.",sad,,
245,8,low_092,T,Please describe your symptoms.,,non empathetic,low polite
245,9,low_092,C,Well I'm having trouble sleeping. I feel like I'm having a lot of dark thoughts.,afraid,,
245,10,low_092,T,"Okay, uh, on a scale of  to , how dark?",,non empathetic,low polite
245,11,low_092,C,Uh I guess I'd say...,sad,,
245,12,low_092,T,"being the lowest,  being the highest.",,low empathetic,low polite
245,13,low_092,C,"Sure, that's how I assumed. An , I'd say.",sad,,
245,14,low_092,T,"Wow, nice.",,highly empathetic,low polite
245,15,low_092,C,"Yeah, um, I just keep thinking everything is a distraction from our mortality, everything we do is meaningless.",sad,,
245,16,low_092,T,How do those thoughts make you feel?,,highly empathetic,low polite
245,17,low_092,C,"A lot of the time, I feel like I'm in a state where I don't feel anything at all, but then later on I'll find myself crying for no reason.",sad,,
245,18,low_092,T,"Alright, this sounds like you're quoting the Smiths. Are you quoting the Smiths?",,low empathetic,low polite
245,19,low_092,C,I'm sorry?,sad,,
245,20,low_092,T,Are you quoting the Smiths?,,non empathetic,impolite
245,21,low_092,C,No.,angry,,
245,22,low_092,T,Okay. Please continue describing your symptoms.,,non empathetic,low polite
245,23,low_092,C,"Uh, alright. It's just, it's just a lot of times I feel overwhelmed by dis--it's not that I want to die, but it's just sometimes I feel like I don't want to live.",afraid,,
245,24,low_092,T,"Alright there Marcy, I'm your therapist, not your Tumblr.",,highly empathetic,low polite
245,25,low_092,C,I don't understanding what you're saying.,afraid,,
245,26,low_092,T,"It's the oldest trick in the book. A super handsome guy walks into a therapist's office, tricks her with his rustic charms.",,low empathetic,highly polite
245,27,low_092,C,Are you saying I'm lying to you right now?,trusting,,
245,28,low_092,T,"Yeah, yeah I am. And my suspicions were confirmed the moment you started quoting the Smiths.",,non empathetic,low polite
245,29,low_092,C,I-I don't even listen to the Smiths.,sad,,
245,30,low_092,T,"Well, oh my gosh, now I know you're lying. Who doesn't listen to the Smiths? Are you sure you like Star Wars?",,non empathetic,highly polite
245,31,low_092,C,Why-why would I lie about that?,sad,,
245,32,low_092,T,Did you come here for a prescription for anti-depressants?,,non empathetic,low polite
245,33,low_092,C,"Yes, obviously I--",sad,,
245,34,low_092,T,"Well people like you disgust me. You know, handsome guys lurking around clubs, selling pills to drunken -somethings who don't know any better.",,non empathetic,highly polite
245,35,low_092,C,"Stop calling me handsome, alright, that's inappropriate. And who is buying anti-depressants from a guy in a club?",angry,,
245,36,low_092,T,People looking for happy times. Haven't you heard the grin and tonic?,,non empathetic,low polite
245,37,low_092,C,"No, what... is that?",angry,,
245,38,low_092,T,"Yeah, it's exactly what it sounds like.",,low empathetic,low polite
245,39,low_092,C,"This is insane, alright. I think you're the one who needs therapy. I'm-I'm leaving.",angry,,
245,40,low_092,T,"Okay, um, so, um, off-topic, would you ever want to get together sometime? We can drink red wine, listen to the Smiths...",,highly empathetic,highly polite
245,41,low_092,C,"Nope, I'm done.",content,,
245,42,low_092,T,Okay. Okay. Mmm... [the Smiths plays] So handsome... mmm.,,highly empathetic,low polite
246,0,low_093,C,I'm okay.,content,,
246,1,low_093,T,Good. Here take a look. See what you think. Isn't that feeling,,highly empathetic,highly polite
246,2,low_093,C,Yep,surprised,,
246,3,low_093,T,And the colors okay?,,highly empathetic,low polite
246,4,low_093,C,Yep,surprised,,
246,5,low_093,T,You know there is quite alot of staining. So umm I'm just wondering about umm some concerns about smoking possibly,,non empathetic,highly polite
246,6,low_093,C,Eh... I'm going to get that again.,afraid,,
246,7,low_093,T,"coffee, tea yeah, and you've heard this before I'm sure.",,low empathetic,low polite
246,8,low_093,C,I do all of the above,confident,,
246,9,low_093,T,"So you know the smoking is going be related to not just to some of the other negative consequences you know physically it it effects dental carries, dental cavities",,non empathetic,low polite
246,10,low_093,C,Yeah,sad,,
246,11,low_093,T,Umm healing .,,highly empathetic,impolite
246,12,low_093,C,Yeah ok,angry,,
246,13,low_093,T,in your mouth. Soo,,non empathetic,impolite
246,14,low_093,C,I've heard it all but I just want to get my teeth fixed.,hopeful,,
246,15,low_093,T,"Yes and I really want to be helpful. I really want you to know my commitment is to your oral health so umm there are lots of medications out there, David that actually take away alot of the cravings there they make things soo much easier.",,highly empathetic,highly polite
246,16,low_093,C,I did a pill thing so I did try it.I did try it. I did the pill thing and they didn't work.,sad,,
246,17,low_093,T,mmm,,non empathetic,impolite
246,18,low_093,C,It was a waste and it uh caused more side effects.,angry,,
246,19,low_093,T,No it but David. David it's not a waste. Research shows that people take on average about  tries before they quit smoking so think of it as you're one step closer to quitting.,,highly empathetic,low polite
246,20,low_093,C,Or seven lectures along the road.,afraid,,
246,21,low_093,T,Ah well I don't think I'm giving you a lecture.,,low empathetic,low polite
246,22,low_093,C,Well,angry,,
246,23,low_093,T,That's certainly not what I meant.I,,low empathetic,low polite
246,24,low_093,C,"Naw I just feel that way.I get really, I get very defensive about when I get it from my family doc my cardiologist, everybody. Like I'm not a complete fool. I am for smoking.",sad,,
246,25,low_093,T,Well there there's a reason that.,,highly empathetic,low polite
246,26,low_093,C,It's not easy to quit.,sad,,
246,27,low_093,T,people are concerned. No but as I said these medications So you've tried the medication you've been willing once,,highly empathetic,low polite
246,28,low_093,C,Yep,surprised,,
246,29,low_093,T,Then can I write you a prescription for the medication and can we talk about how you could use it because this is something that that it's very important. Not just for your overall physical health,,non empathetic,highly polite
246,30,low_093,C,"I guess I gotta really want to. Things I've tried, they usually cause me more problems than they helped.",hopeful,,
246,31,low_093,T,"Oh no, the smoking will cause you more problems than the than anything else. I can promise you that.David, the side effects from the medications are nothing compared to what can happen from the smoking.",,non empathetic,low polite
246,32,low_093,C,mmm,afraid,,
246,33,low_093,T,Like that's the thing to really consider.,,non empathetic,low polite
246,34,low_093,C,"Okay well, can I go now?",afraid,,
246,35,low_093,C,"I know what, I know Doc what you're trying to, I I just don't want to get into that right now.",afraid,,
246,36,low_093,T,"Okay. Well thanks for listening and honestly I, I am really worried about the smoking so",,non empathetic,highly polite
246,37,low_093,C,Okay,angry,,
246,38,low_093,T,I uh,,low empathetic,low polite
246,39,low_093,C,I appreciate your care.,grateful,,
246,40,low_093,T,I'm here to help. Okay?,,highly empathetic,low polite
246,41,low_093,C,Okay.,angry,,
247,0,low_094,C,"Mm-hmm, yeah, I, I definitely don't want to come back here but, uh, the doc said Oscar, my dog, is connected to my asthma symptoms but the...",afraid,,
247,1,low_094,T,Yeah.,,low empathetic,low polite
247,2,low_094,C,... ridiculous part is I've had him for twelve years before and now it's a problem.,angry,,
247,3,low_094,T,"Well you sound a bit surprised by that but I'm sure that you've seen some of the material that that the clinic gave you about asthma symptoms and managing your asthma and pets are a really big source of problems, in that respect.",,low empathetic,highly polite
247,4,low_094,C,"Yeah bu-, I, um, let me just clarify.  I've seen the materials, I have them...",sad,,
247,5,low_094,T,Mm-hmm.,,non empathetic,impolite
247,6,low_094,C,...I haven't read them.  All I've been doing is taking the medicine so I don't know that much about this.,afraid,,
247,7,low_094,T,"Well, w-, wait a second, Sal.  What do you mean yo-, yo-, ha-, if you, as an, you know, to be informed about I'm just re-, really taken aback by that because I understand from your chart that you have a young baby?",,highly empathetic,highly polite
247,8,low_094,C,Yeah.,sad,,
247,9,low_094,T,A new baby?,,highly empathetic,impolite
247,10,low_094,C,"Gian-Carlo, yeah.",angry,,
247,11,low_094,T,"And you are very concerned about your health.  You want to be there for your baby and that you've already taken some steps you've, you've almost quit smoking...",,highly empathetic,highly polite
247,12,low_094,C,Mm-hmm.,angry,,
247,13,low_094,T,"...which is fantastic. So the next step is to really d-, deal with the dog, deal with the pet.  I know it's, it's going to be hard to do that but there are always people who will adopt animals.  I'm sure that you have friends or family members.",,low empathetic,highly polite
247,14,low_094,C,"Uh...this is a little too much right now.  First of all Gian-Carlo is taken care of, that's fine.  He doesn't have no asthma from the dog.  It's just me, I don't have...",content,,
247,15,low_094,T,"It's you that I'm worried about, Sal.",,non empathetic,low polite
247,16,low_094,C,Ah,surprised,,
247,17,low_094,T,"It's you that I'm worried about.  OK.  Th-, the symptoms are worse.  You've had two or three major asthma attacks and I, do you appreciate how this is a-, a-, a risk to your life that there are some some adults with severe asthma who actually can die as a result of their symptoms.  It, it truly is something to take very very seriously.  I can't emphasize that enough.",,non empathetic,highly polite
247,18,low_094,C,"So Oscar's going to make me die.  He hasn't made me die in twelve years and the doctor saying, ""oh, I don't know if it's the stress, the finances, the drinking,"" so what are we doing saying Oscar could make me die?  I've had him for twelve years.",afraid,,
247,19,low_094,T,"Sal, wh-, ah, do, you understand that what happened six years ago or ten years ago, your asthma is progressively getting worse.  You know very well that the puffers, the strength of the medication is getting higher and higher and there's only so much that can be done with medication alone.  You know this.",,non empathetic,low polite
247,20,low_094,C,Well they can keep giving me more medicine and give me the strongest one and I'll keep Oscar.,trusting,,
247,21,low_094,T,"Sal, you're almost on the strongest one.  And if Oscar's that important to you then do you put Oscar higher than your baby?  Than your wife?  Like, ah, that makes no sense to me.  Do you understand how important this is?",,non empathetic,low polite
247,22,low_094,C,I understand that I don't think you get my situation.  I've had this dog for twelve years so I'm not just going to up and get him out of my house when I don't even know if that's the main thing.,trusting,,
247,23,low_094,T,[Sighs],,non empathetic,low polite
247,24,low_094,C,Ho-...,angry,,
247,25,low_094,T,OK.,,non empathetic,low polite
248,0,low_095,C,Yeah.,sad,,
248,1,low_095,T,"Great, how are you doing today?",,highly empathetic,highly polite
248,2,low_095,C,"Oh, pretty good, always busy this time of year but keeping up. How are you?",content,,
248,3,low_095,T,Doing great.,,low empathetic,low polite
248,4,low_095,T,"Alright, your blood pressure is  over ",,non empathetic,low polite
248,5,low_095,C,That's good right?,content,,
248,6,low_095,T,Yes.,,non empathetic,low polite
248,7,low_095,C,"Good, I've always been healthy",grateful,,
248,8,low_095,T,"Well, not always. It looks like you got a letter about your AC and you haven't been taking very good care of your diabetes.",,low empathetic,highly polite
248,9,low_095,C,My what?,sad,,
248,10,low_095,T,Your AC. It measures the amount of sugar that's been on your hemoglobin in the last three months do determine how well you've been controlling your blood sugar.,,non empathetic,low polite
248,11,low_095,C,"Oh yeah, I got that letter but I didn't really know what it meant and I never really paid attention to my diabetes because I feel fine, how bad is it?",sad,,
248,12,low_095,T,"Well let's see. today it was . and three months ago, it was .. So normal is less than , you're way out of control.",,non empathetic,low polite
248,13,low_095,C,"Well, like I've said, I've been way busy this month.",afraid,,
248,14,low_095,T,Well your health is something you have to make time for. Have you at least been taking your diabetic medications?,,highly empathetic,low polite
248,15,low_095,C,"Not really, I rather use diet and exercise.",sad,,
248,16,low_095,T,"Well it looks like that's not really adequate, so you need to be taking your medications. Diet and exercise sometimes just aren't enough. Your chart says that you've been prescribed Metformin which is a long lasting medicine that will keep your blood sugar under control all day. I think it will be more effective than just diet and exercise. Are you testing your blood sugar?",,highly empathetic,low polite
248,17,low_095,C,"Um, Yeah sometimes.",sad,,
248,18,low_095,T,"Ok, how often?",,non empathetic,low polite
248,19,low_095,C,"Oh, once every few weeks but I feel fine so I don't think it's that bad.",content,,
248,20,low_095,T,"Well remember, your AC was high like I said earlier and that's a much better indicator than how you feel. So um, it showed that you were out of control. If you don't start making changes, you can permanently damage your eyesight, blood vessels, even have to have a front leg amputated",,low empathetic,low polite
248,21,low_095,C,"Oh, well I'll definitely do something before it got that bad, but I'm not interested in taking those medications. I'll try to eat better or do something",afraid,,
248,22,low_095,T,I don't think you realize how serious your disease is.,,low empathetic,low polite
248,23,low_095,C,I don't see how I can be sick if I feel fine. I don't want to take medications.,afraid,,
248,24,low_095,T,*Sigh* Just because you feel fine doesn't mean that you're healthy. Having diabetes affects you more than you realize and some people feel fine when they have a big ulcer on their foot.,,low empathetic,low polite
248,25,low_095,C,"Well, I remember my doctor telling me something about the symptoms of high blood sugar like feeling shaky or tired, but I never felt shaky or tired.",afraid,,
248,26,low_095,T,"Well, those are some symptoms of high blood sugar but you can have the high blood sugar without those symptoms. That's the whole reason for doing an AC, to determine if your blood sugar is out of control, and your AC showed that your blood sugar has been out of control.",,non empathetic,low polite
248,27,low_095,C,"I get what you're saying, but I feel fine and I don't want to take something that's not going to make me feel any better. I mean, what if it makes me worse? When my grandfather was on heart medications, the levels got so high that he almost got a heart attack.",afraid,,
248,28,low_095,T,"Heart medications and diabetic medications are very different. You can't generalize the experience your grandfather had to this medication, they're completely different. Will you at least try taking your medications?",,highly empathetic,highly polite
248,29,low_095,C,"I don't know, I will think about it.",afraid,,
248,30,low_095,T,"Alright, well we'll see you in a few months then. ",,non empathetic,low polite
249,0,low_096,C,It calms my nerves. It makes me feel good.,content,,
249,1,low_096,T,It calms your nerves and makes you feel good.,,low empathetic,highly polite
249,2,low_096,C,I can't go without it.,grateful,,
249,3,low_096,T,"OK Ms. Fisher listen to this, by continuing to smoke you are putting your body in a great amount of harm COPD, chronic bronchitis, pneumonia, asthma, all these other type of bad things. You know so why haven't you quit yet?",,low empathetic,low polite
249,4,low_096,C,Because it's hard and I like it.,afraid,,
249,5,low_096,T,I don't understand. What's so tough about it? Can't you understand that you are putting your body at great harm by continuing to smoke?,,non empathetic,highly polite
249,6,low_096,C,I mean I guess so.,content,,
249,7,low_096,T,You guess so. OK so good. So that means you want to quit now right?,,low empathetic,highly polite
249,8,low_096,C,Yeah,sad,,
249,9,low_096,T,"OK, good, good I'm glad to hear you say that. So this is what were gonna do. First, were gonna set a quit date. Next, I want you to go home and remove all the cigarettes in your surroundings. Like, as soon as you leave here. And then finally, I'm gonna give you this prescription for Chantix which you can take every day, and also these nicotine patches. Ok.",,highly empathetic,highly polite
249,10,low_096,C,Yeah,sad,,
