conv_id,turn_no,speaker,utterance,emotion,empathy,politeness
50,4,counselor,"Hi user , please share me your problem in detail ? ",,non empathetic,highly polite
50,5,victim,A man was forcing my friend to marry him but she clearly refused his proposal . The man killed my friend in rage . He used to follow her everywhere . He had made her life hell .,angry,,
50,6,counselor,"Ok , do you know that person personally ?  ",,non empathetic,low polite
50,7,victim,Not personally but I know him . I can identify him .,confident,,
50,8,counselor,Ok have you shared this problem to your parents ?,,low empathetic,low polite
50,9,victim,Yes everyone in the colony knows about this incident including my parents .,sad,,
50,10,counselor,"Ok here are the few assistance , we can provide in this case : Police Complain , Women Support Group , NGOs Help , SIUCAW Help .   ",,highly empathetic,low polite
50,11,victim,I want to go for police complain .,hopeful,,
50,12,counselor,"Ok sure , would you like to go for online/offline ? ",,highly empathetic,highly polite
50,13,victim,Please tell me how can I report online complain .,afraid,,
50,14,counselor,Ok sure . Please share me your state location ?,,highly empathetic,low polite
50,15,victim,Bihar .,afraid,,
50,16,counselor,Ok sure . Here is the link details for online police complain www.Biharpolice.gov.in .,,low empathetic,low polite
50,17,victim,Thanks for this link .,grateful,,
50,18,counselor,Do you need some other assistance ?,,non empathetic,low polite
50,19,victim,Can I make complain on my friend's mother behalf or do I need to provide the details of my friend's mother ?,sad,,
50,20,counselor,"Yes sure , you can make it of any once behalf , provided with her agreement .  ",,low empathetic,low polite
50,21,victim,Thanks a lot for all the information .,grateful,,
50,22,counselor,Do you need some other assistance ?,,non empathetic,low polite
50,23,victim,No .,angry,,
50,24,counselor,Ok take care . Have a nice day .,,low empathetic,low polite
51,0,counselor,Goodday ! this is rakshak to help you in secure environment .,,highly empathetic,highly polite
51,1,victim,"Hello Rakshak , please help me . I want justice for my friend . ",hopeful,,
51,2,counselor,May i know to whom i am talking with ?,,non empathetic,low polite
51,3,victim,I don't want to reveal my identity . I want to help my friend and her mother as her mother is not educated . I am talking on her behalf .,sentimental,,
51,4,counselor,"Hi user , please share me your problem in detail ? ",,non empathetic,highly polite
51,5,victim,A man was forcing my friend to marry him but she clearly refused his proposal . The man killed my friend in rage . He used to follow her everywhere . He had made her life hell .,angry,,
51,6,counselor,"Ok , do you know that person personally ?  ",,non empathetic,low polite
51,7,victim,Not personally but I know him . I can identify him .,confident,,
51,8,counselor,Ok have you shared this problem to your parents ?,,low empathetic,low polite
51,9,victim,Yes everyone in the colony knows about this incident including my parents .,sad,,
51,10,counselor,"Ok here are the few assistance , we can provide in this case : Police Complain , Women Support Group , NGOs Help , SIUCAW Help .   ",,highly empathetic,low polite
51,11,victim,I want to go for police complain .,hopeful,,
51,12,counselor,"Ok sure , would you like to go for online/offline ? ",,highly empathetic,highly polite
51,13,victim,I want to make the complain offline .,hopeful,,
51,14,counselor,"Ok sure , please share me your current detail location ? ",,non empathetic,low polite
51,15,victim,"I live in Ara , Bihar . ",content,,
51,16,counselor,Ok thanks for location . you be little more specific detail in address for assisting you better .,,highly empathetic,highly polite
51,17,victim,"I live in Imamganj , Ara - 987654 . ",content,,
51,18,counselor,"Ok thanks for location . Here is the details of police station : Imamganj Police Station , Ara , M K Chaudhari 98547##### . ",,highly empathetic,highly polite
51,19,victim,Thanks for the police station details .,grateful,,
51,20,counselor,Do you need some other assistance ?,,non empathetic,low polite
51,21,victim,Do I need to go to Patna for further help ?,afraid,,
51,22,counselor,"No , you will be help by the police on mentioned location . ",,low empathetic,low polite
51,23,victim,Thanks a lot for all the help .,grateful,,
51,24,counselor,Do you need some other assistance ?,,non empathetic,low polite
51,25,victim,"No , thanks . ",sad,,
51,26,counselor,Please take care of yourself . Have a great day .,,highly empathetic,highly polite
52,0,counselor,Goodday ! this is rakshak to help you in secure environment .,,highly empathetic,highly polite
52,1,victim,"Hello Rakshak , please help me . I want justice for my friend . ",hopeful,,
52,2,counselor,May i know to whom i am talking with ?,,non empathetic,low polite
52,3,victim,I don't want to reveal my identity . I want to help my friend and her mother as her mother is not educated . I am talking on her behalf .,sentimental,,
52,4,counselor,"Hi user , please share me your problem in detail ? ",,non empathetic,highly polite
52,5,victim,A man was forcing my friend to marry him but she clearly refused his proposal . The man killed my friend in rage . He used to follow her everywhere . He had made her life hell .,angry,,
52,6,counselor,"Ok , do you know that person personally ?  ",,non empathetic,low polite
52,7,victim,Not personally but I know him . I can identify him .,confident,,
52,8,counselor,Ok have you shared this problem to your parents ?,,low empathetic,low polite
52,9,victim,Yes everyone in the colony knows about this incident including my parents .,sad,,
52,10,counselor,"Ok here are the few assistance , we can provide in this case : Police Complain , Women Support Group , NGOs Help , SIUCAW Help .   ",,highly empathetic,low polite
52,11,victim,Can you tell me if there is any NGO near my area ?,afraid,,
52,12,counselor,"Ok sure , Please share me your current location . ",,non empathetic,low polite
52,13,victim,"I live in Bihta , Patna - 987634 . ",content,,
52,14,counselor,"Ok thanks for location . Here is the details of NGOs : Mahila Sanstha , Meen Ojha 98547##### . ",,highly empathetic,highly polite
52,15,victim,Thank you very much for this information .,grateful,,
52,16,counselor,Do you need some other assistance ?,,non empathetic,low polite
52,17,victim,"No , thanks . ",sad,,
52,18,counselor,Please take care of yourself . Have a great day .,,highly empathetic,highly polite
53,0,counselor,Goodday ! this is rakshak to help you in secure environment .,,highly empathetic,highly polite
53,1,victim,"Hello Rakshak , please help me . I want justice for my friend . ",hopeful,,
53,2,counselor,May i know to whom i am talking with ?,,non empathetic,low polite
53,3,victim,I don't want to reveal my identity . I want to help my friend and her mother as her mother is not educated . I am talking on her behalf .,sentimental,,
53,4,counselor,"Hi user , please share me your problem in detail ? ",,non empathetic,highly polite
53,5,victim,A man was forcing my friend to marry him but she clearly refused his proposal . The man killed my friend in rage . He used to follow her everywhere . He had made her life hell .,angry,,
53,6,counselor,"Ok , do you know that person personally ?  ",,non empathetic,low polite
53,7,victim,Not personally but I know him . I can identify him .,confident,,
53,8,counselor,Ok have you shared this problem to your parents ?,,low empathetic,low polite
53,9,victim,Yes everyone in the colony knows about this incident including my parents .,sad,,
53,10,counselor,"Ok here are the few assistance , we can provide in this case : Police Complain , Women Support Group , NGOs Help , SIUCAW Help .   ",,highly empathetic,low polite
53,11,victim,I want to for Women Support Group's help .,sentimental,,
53,12,counselor,"Ok sure , please share me your current location ? ",,highly empathetic,highly polite
53,13,victim,"I live in Phulwarisharif , Patna - 800004 .  ",content,,
53,14,counselor,"Ok thanks for your location . Here is the details of Women Support Group : Mahila Mandal , Soni Sharma 98548##### . ",,highly empathetic,highly polite
53,15,victim,Thanks for this information .,grateful,,
53,16,counselor,Do you need some other assistance ?,,non empathetic,low polite
53,17,victim,"No , thanks . ",sad,,
53,18,counselor,Please take care of yourself . Have a great day .,,highly empathetic,highly polite
54,0,counselor,Goodday ! this is rakshak to help you in secure environment .,,highly empathetic,highly polite
54,1,victim,"Hello Rakshak , please help me . I want justice for my friend . ",hopeful,,
54,2,counselor,May i know to whom i am talking with ?,,non empathetic,low polite
54,3,victim,I don't want to reveal my identity . I want to help my friend and her mother as her mother is not educated . I am talking on her behalf .,sentimental,,
54,4,counselor,"Hi user , please share me your problem in detail ? ",,non empathetic,highly polite
54,5,victim,A man was forcing my friend to marry him but she clearly refused his proposal . The man killed my friend in rage . He used to follow her everywhere . He had made her life hell .,angry,,
54,6,counselor,"Ok , do you know that person personally ?  ",,non empathetic,low polite
54,7,victim,Not personally but I know him . I can identify him .,confident,,
54,8,counselor,Ok have you shared this problem to your parents ?,,low empathetic,low polite
54,9,victim,Yes everyone in the colony knows about this incident including my parents .,sad,,
54,10,counselor,"Ok here are the few assistance , we can provide in this case : Police Complain , Women Support Group , NGOs Help , SIUCAW Help .   ",,highly empathetic,low polite
54,11,victim,What is SIUCAW ?,afraid,,
54,12,counselor,"Ok sure , Please share me your current state location .   ",,non empathetic,highly polite
54,13,victim,"I live in Bihta , Patna - 876543 .  ",content,,
54,14,counselor,Ok thanks for location . Here is the link for complain : www.biharsiucawhelp.gov.in .,,highly empathetic,highly polite
54,15,victim,Thanks for this information .,grateful,,
54,16,counselor,Do you need some other assistance ?,,non empathetic,low polite
54,17,victim,"No , thanks . ",sad,,
54,18,counselor,Please take care of yourself . Have a great day .,,highly empathetic,highly polite
55,0,counselor,Good evening from Rakshak ! How may I help you today ?,,low empathetic,highly polite
55,1,victim,I need help .,afraid,,
55,2,counselor,"Don't worry , I will surely help you . May I know whom am I interacting with ?   ",,low empathetic,highly polite
55,3,victim,I am Rishika of 16 .,sad,,
55,4,counselor,"Hello Rishika , kindly tell me your problem . ",,highly empathetic,highly polite
55,5,victim,I want to complain in police for lodging FIR about my harassment case .,angry,,
55,6,counselor,Harassment is such a bad thing . Could you please tell me whether you know the accused or not ?,,low empathetic,highly polite
55,7,victim,"Yes , i know the accused .  ",confident,,
55,8,counselor,Kindly elaborate your problem so that I can assit you better .,,non empathetic,low polite
55,9,victim,"It was last friday , i was returning from my collage and 2 person were hidden in a near side of the road . They came and sat me on the bike . Those bastards took me to lonely place and beaten me with the belt and threatened me not to disclosed to police that what had happened with seema , one of my friend . ",afraid,,
55,10,counselor,"This is disgusting . You can opt for the following assistance in this case : Police Complain , Women Support Group Help , NGOs Help , Legal Help , Medical Assistance , Counseling . Please let me know any of the above mentioned assistance you want to opt . ",,non empathetic,highly polite
55,11,victim,"Ok , i would like to opt for police complain . ",hopeful,,
55,12,counselor,"Sure Rishika , would you like to file online/offline complain ? ",,low empathetic,highly polite
55,13,victim,I would go for online complain .,confident,,
55,14,counselor,Please do visit the national web portal www.womenchildcrime.gov.in for reporting crime against women and children .,,highly empathetic,low polite
55,15,victim,ok thanks .,grateful,,
55,16,counselor,May I provide you some other assistance ?,,highly empathetic,low polite
55,17,victim,"I haven't fill such forms before . Can you please provide me the guidelines , how can i fill it ?  ",afraid,,
55,18,counselor,"Sure , please do visit the portal by clicking on the link and fill your basic details along with a valid email id and mobile no.  ",,low empathetic,highly polite
55,19,victim,"Ok , thanks . How much time would it take for response ?  ",afraid,,
55,20,counselor,Your complain will be registered immediately and you will get the confirmation on your registered mobile no. and email id .,,low empathetic,low polite
55,21,victim,"Ok , thanks a lot . ",grateful,,
55,22,counselor,Please tell me if I can help you with anything else ?,,highly empathetic,low polite
55,23,victim,"No , thanks . Bye . ",sad,,
55,24,counselor,Please feel free to contact anytime if you need any help . I am always here for helping you .,,highly empathetic,highly polite
56,0,counselor,Greetings from Rakshak ! How may I help you today ?,,non empathetic,highly polite
56,1,victim,I need help .,afraid,,
56,2,counselor,"Don't worry , I will surely help you . May I know whom am I interacting with ? ",,low empathetic,highly polite
56,3,victim,I am meena of 28 and i am from UP .,confident,,
56,4,counselor,"Hello Meena , please tell me how can I assist you ? ",,highly empathetic,highly polite
56,5,victim,I need to make a complain against the voilation of my/our's fundamental right . Can you help me in this ?,angry,,
56,6,counselor,"Yes sure , I will help you in the best possible way . Can you please tell the problem in detail ?  ",,low empathetic,highly polite
56,7,victim,"Ok , i and the women's of this villages are not allow to a temple of this village due to a prefabricated law by panchayat of this village . We have complained against this several time but no action taken till date . We have decided to put it at larger level to get justice . ",angry,,
56,8,counselor,"We condemn this type of act . Well , in this case you can seek Law information , Legal Action , Women Support Group Help .  ",,non empathetic,low polite
56,9,victim,I would previously focus on the women support group for our help . Would you give us some details to contact ?,hopeful,,
56,10,counselor,"Sure Meena , I will provide you the details . For this , please tell me your location ?  ",,low empathetic,highly polite
56,11,victim,My location is Sirsa Village in at Chanmari (UP) - 658974 .,content,,
56,12,counselor,"You can contact the following Support groups : 1. Mrs. Puspam , Director XYZ Group , Chanmari . Mobile No. : 987654132 2. Ms. Shreya , HR PQR  Group , Chanmari - 820018 Mobile NO. 98274962946     ",,non empathetic,low polite
56,13,victim,Ok thanks . Please confirm that my details should not be disclosed in public . It may affect my privacy and may also harm to my life .,afraid,,
56,14,counselor,You need not to worry about your privacy . This is a completely secure environment . Do you need any other assistance ?,,low empathetic,low polite
56,15,victim,"Yes , we would also prefer to hire some lawyer for this case . Do you have any specific lawyer for this ? ",hopeful,,
56,16,counselor,"You can contact Mr. Shyamal Mobile No. : 8743965395 Mr. Hari Prasad , Advocate High Court , Mobile No. : 98747525427 ",,non empathetic,low polite
56,17,victim,Ok thanks for your help .,grateful,,
56,18,counselor,Thank you Meena . Good Luck and take care .,,highly empathetic,highly polite
57,0,counselor,Goodday ! this is Rakshak to talk to you in secure environment . How may help you ?,,non empathetic,highly polite
57,1,victim,Hello Rakshak . What type of help do you provide ?,hopeful,,
57,2,counselor,May i know to whom i am talking with ? Means name and age .,,low empathetic,low polite
57,3,victim,I am a 25 years old working woman . Can you tell me about your services ?,hopeful,,
57,4,counselor,"Ok sure . May I use your call name , if you have any ? ",,low empathetic,low polite
57,5,victim,You can call me Rakhi .,confident,,
57,6,counselor,"Ok Rakhi , now please elaborate my problem in detail ?  ",,non empathetic,highly polite
57,7,victim,"I was bullied , belittled and verbally abused by my ill-mannered co-workers .  ",angry,,
57,8,counselor,"Ok , have you complained about this to your boss/senior collogue ?    ",,low empathetic,low polite
57,9,victim,Yes I did . But they didn't take any action .,sad,,
57,10,counselor,"Ok , So we provide the following assistance in this regard . Police Cell Help , NGOs Help , Women Support help HR .  ",,highly empathetic,low polite
57,11,victim,I would like to go Women help HR . How can I get this ?,hopeful,,
57,12,counselor,"Ok , Could you please share me your location ?  ",,non empathetic,highly polite
57,13,victim,I am living in Patna .,content,,
57,14,counselor,Can you please specify the correct location in patna with pin code .,,non empathetic,highly polite
57,15,victim,"I am residing in Anishabad , Patna - 800002 .    ",afraid,,
57,16,counselor,"Ok thanks . I am sharing the details of Women Support Help details for your contact . Dr. Sita Mishara 9857####### , She will help you in all the ways .  ",,low empathetic,highly polite
57,17,victim,Ok Rakshak . Thank you . Hope this will serve my purpose .,hopeful,,
57,18,counselor,Ofcourse it will . Do you need some other assistance ?,,low empathetic,low polite
57,19,victim,No . Thanks .,sad,,
57,20,counselor,Ok . Take care . Have a nice day .,,low empathetic,low polite
58,0,counselor,"Greetings , this is Rakshak a bot to talk to you in secure environment . How may i help you ? ",,low empathetic,highly polite
58,1,victim,I am being tortured by my class teacher constantly . I need help for this .,angry,,
58,2,counselor,May i know to whom i am taking with ?,,non empathetic,low polite
58,3,victim,I am Pallavi studying in Class 11 .,hopeful,,
58,4,counselor,"Ok pallavi , please calm down , we are here to help you . Please tell me your problem in detail .  ",,highly empathetic,highly polite
58,5,victim,My class teacher Mr. Ramesh Singh always used to torture me . He frequently scold me in the class . Speak non-sense about me . He is doing all this because I refused to join his coaching classes .,angry,,
58,6,counselor,Its completely wrong . I am here to assist you .,,non empathetic,low polite
58,7,victim,Thank you Rakshak . Please tell me what can I do in this matter ?,grateful,,
58,8,counselor,"We provide the following assistance in this case . Please go through Women Help , NGOs Support , Principal's Help .  ",,highly empathetic,highly polite
58,9,victim,I want to seek Principal's help but I am afraid to talk to Principal .,afraid,,
58,10,counselor,"Ok , would you please provide the school detail to us and do you you mind if i involve your parents ? ",,non empathetic,highly polite
58,11,victim,"St. Joseph's Convent High School , Bankipur , Patna - 800001 . No , I've no issues involving my parents . ",trusting,,
58,12,counselor,"Ok thank , please provide your parents contact no too .  ",,highly empathetic,highly polite
58,13,victim,Will it be safe to provide my parent's contact no ?,afraid,,
58,14,counselor,It's a safe and secure to let them know what they have to do in this case .,,low empathetic,low polite
58,15,victim,Ok then . My father's no. is 9736235426 .,afraid,,
58,16,counselor,OK thanks Pallavi . now will handle this . you please calm and enjoy .,,low empathetic,highly polite
58,17,victim,Please make sure to convince my parents that I am not wrong .,trusting,,
58,18,counselor,of course they will take it positively . Don't worry ! Do you need some other assistance like counselling and all ?,,low empathetic,highly polite
58,19,victim,"Yes , I need counselling too .  ",afraid,,
58,20,counselor,"Ok , I am providing the counsellor number near your location . You can call and visit after appointment . Please provide your location ?  ",,non empathetic,low polite
58,21,victim,"I live in Bailey Road , near Patna Women's College . ",content,,
58,22,counselor,"Ok , I am providing the counsellor number near your location . You can call and visit after appointment Dr. Richa Gupta 9867###### , Address : Bailey Road , near Patna Women's College , . ",,low empathetic,low polite
58,23,victim,Thank you Rakshak for all your help .,grateful,,
58,24,counselor,Is there anything else I can assist you with ?,,highly empathetic,low polite
58,25,victim,No thanks . Bye .,sad,,
58,26,counselor,"Ok , have a nice day . Take care .  ",,low empathetic,low polite
59,0,counselor,"Good morning , Welcome to Rakshak . How may I help you today ? ",,highly empathetic,highly polite
59,1,victim,"Hi rakshak , i need your help .  ",hopeful,,
59,2,counselor,"Yes sure , I'll help you . Kindly tell me your name and age ?    ",,low empathetic,highly polite
59,3,victim,I am Radha and i am of 26 . I am dying . i am looking for someone to save my life .,hopeful,,
59,4,counselor,Thanks Radha for providing the information . Please be calm . Let me know what type of help do you need ?,,highly empathetic,highly polite
59,5,victim,"ok , I am married last year with one of my known person to whom i love . Although he is from lower class by he loves me a lot . But my parents was totally against it . I came to my parents to meet them and they kidnap me in my home and also trying to kill my husband . Those monsters are saying either get divorce or choose death . i don't know what will happen . i am very scared . I need at just now . otherwise govt will be responsible for me and my husband death .  ",afraid,,
59,6,counselor,This is disgusting ma'am . Please stay calm . Have you made any police complaint in this regard ?,,non empathetic,highly polite
59,7,victim,Ya we did court marriage and given an application in court seen my family status . So they are already aware .,sad,,
59,8,counselor,"Ok Radha , then in this case you can seek help from Women's Support Group , Legal Help .  ",,highly empathetic,low polite
59,9,victim,"Ok , But mother in law is the head of the NGOs . So i won't be benefitted . Its reverse problem for me . ",angry,,
59,10,counselor,"You can file an FIR against them , or go to Women Support Cell for help . ",,non empathetic,impolite
59,11,victim,"Yes , i a willing for FIR near my police station with women support help . Please provide me the nearest police station location and contact no with online complain link .  ",afraid,,
59,12,counselor,"Yes sure , go ahead with this . Please do let me know your location to help you ?  ",,low empathetic,highly polite
59,13,victim,"Yes , i stay in Ramgab Colony in Allahabad UP - 245875 . ",content,,
59,14,counselor,"Thank you ma'am for the location information . Your nearest police station is XYZ Police Station , Rambagh Colony , Allahabad , UP - 245875 . You can report the complain online at www.womencrime.gov.in , www.womencare.gov.in . ",,highly empathetic,highly polite
59,15,victim,OK thanks . I will make online complain .,trusting,,
59,16,counselor,Is there anything else I can help you with ma'am ?,,highly empathetic,low polite
59,17,victim,Yes can you also provide me some lawyer regarding this case ? Can you please suggest me few best lawyer of my area .,hopeful,,
59,18,counselor,"Yes sure . Following lawyers handle the honor killing cases : Mr. Shibansh , Allahabad High Court , UP Mob : 962452274624 Mr. Prakash Mehra , Allahabad High Court , UP Mob : 98364576353 . ",,low empathetic,low polite
59,19,victim,Ok thanks for your help . Bye .,grateful,,
59,20,counselor,Thank you Radha for visisting us . Have a great day !,,highly empathetic,highly polite
60,0,counselor,Greetings from Rakshak . How may I assist you ?,,highly empathetic,highly polite
60,1,victim,"Hello , I need help regarding a complain against a police officer in my nearest police station . ",afraid,,
60,2,counselor,May I know whom I am talking with ?,,non empathetic,low polite
60,3,victim,I am sneha and i want to lodge a complain against him . I am of 29 .,afraid,,
60,4,counselor,Thank you Sneha for the information . Could you please elaborate the matter first ?,,highly empathetic,highly polite
60,5,victim,"Ok , Actually the police arrested my husband a week ago in the false crime . And the police man is calling me and asking for settlement against his freedom . I told him that how much you want . then he said i need what you have , not i also have . so indirectly its compromise . So i want to complain against him to his higher authority .  ",trusting,,
60,6,counselor,This is intolerable ma'am . Could you tell me the details of that police officer ?,,non empathetic,highly polite
60,7,victim,His name is Inspector Rakesh Asthana and he is just doing this because i refused him to marry . The location is Chabri Bazar Kolkata east 245781 .,trusting,,
60,8,counselor,"This is shameful act . You can report the incident to SP Mr. Sourabh Banerjee , East Kolkata - 245781 . ",,low empathetic,low polite
60,9,victim,Kindly suggest me his location and contact also .,hopeful,,
60,10,counselor,"You can visit his office at 2nd Floor , XYZ building , Ramesh Dutta Street , East Kolkata - 245781 . Mobile No. : 97864826274 . ",,non empathetic,low polite
60,11,victim,"Ok , what are the possibility of filing a legal case against him ?  ",hopeful,,
60,12,counselor,"Sneha , first go and meet the SP and file an FIR against Inspector Rakesh . Then contact the following lawyers : Mr. Shibansh Dutta , Senior Advocate , Kolkata High Court Mobile No. : 9726472442 .  ",,non empathetic,low polite
60,13,victim,"Ok , thanks for the support . ",grateful,,
60,14,counselor,Thank you Sneha . Is there anything else I can help you with ?,,highly empathetic,highly polite
60,15,victim,"No thanks , Your help is really helpful . Thanks again .  ",grateful,,
60,16,counselor,Thank you for contacting Rakshak . Have a nice day !,,highly empathetic,highly polite
61,0,counselor,Rakshak greetings . How may I help you today ?,,highly empathetic,highly polite
61,1,victim,"Hello , I need help .  ",afraid,,
61,2,counselor,Could you please tell me your name and age ?,,non empathetic,highly polite
61,3,victim,I am Ramya and i am 22 .,surprised,,
61,4,counselor,How may I help you today ? Kindly elaborate your problem ma'am .,,highly empathetic,highly polite
61,5,victim,"Hi , I am a social worker in women help society and facing several issue of child abuse in my locality . And the respective immediate authority is also involved in this . How to make the system correct ?   ",afraid,,
61,6,counselor,Can you please tell me your location ?,,non empathetic,highly polite
61,7,victim,Its sitanagar bilaspur MP - 254789 .,afraid,,
61,8,counselor,To whom you've made the complain earlier ?,,low empathetic,impolite
61,9,victim,"I have made the complain to local police and then panchayat to mla , but i did't get the active response against it . later i came to know that all these issues are here because of these political parties only .  ",sad,,
61,10,counselor,"Well Ramya in this case , now you can report the incident to CM office . Contact : Mr. Shyam Shukla , Secretariat , CM Office , MP Ph : 2565463 .  ",,non empathetic,low polite
61,11,victim,Ok thanks . Can you help me with suitable lawyers for this case ?,grateful,,
61,12,counselor,"Yes sure , Ramya . Here are the lawyers information : Mr. Praveen Shukla , Sr. Advocate , MP High Court , MP Mobile : 92645625426 , Mr. Abhinav Singh , Advocate , High Court , MP Mobile : 978634568375   ",,low empathetic,low polite
61,13,victim,Ok Thanks a lot .,grateful,,
61,14,counselor,Do you need anything else ma'am ?,,non empathetic,low polite
61,15,victim,No thanks for now .,sad,,
61,16,counselor,Thank you for contacting Rakshak . Have a nice day !,,highly empathetic,highly polite
62,0,counselor,"Greetings , this is rakshak , a bot to talk to you in secure environment . How may i help you ?  ",,low empathetic,highly polite
62,1,victim,"I am Prisha living in Delhi , aged 23 years .  ",surprised,,
62,2,counselor,"Hello Prisha , please tell me how may i help you ? ",,highly empathetic,highly polite
62,3,victim,I came to my village 2 days ago . Here I saw a girl who is being forcefully getting married to man who is approx. twice her age .,angry,,
62,4,counselor,It's completely unfair and against the law . What is the age of girl ?,,non empathetic,impolite
62,5,victim,She is 12 years old only .,sad,,
62,6,counselor,"Ok , are the parents of girl agree with it ? ",,non empathetic,low polite
62,7,victim,"Yes , the parents and even the villagers are ready . No one is raising any objection .    ",confident,,
62,8,counselor,So sad . Now what kinds of help you are looking from me ? Please share me the location ?,,highly empathetic,highly polite
62,9,victim,"I want to help that girl in anyway . What best I can do ? The village is Mananpur , near Gaya district . ",sentimental,,
62,10,counselor,"There are few supports we can provide for this : NGOs Help , Women Cell Support , Police Station , Legal help .  ",,highly empathetic,low polite
62,11,victim,Can you please tell me how can I get the help of Women Support cell ?,hopeful,,
62,12,counselor,"Ok I am sending you the detail for nearest women cell support . Mahila Morcha 8457948547 . Dr. Rima Nagar is in-charge , Call them they will help you .  ",,highly empathetic,highly polite
62,13,victim,Ok Rakshak . Thanks for this help .,grateful,,
62,14,counselor,Do you need some other assistance ?,,non empathetic,low polite
62,15,victim,No . thanks .,sad,,
62,16,counselor,"Ok , Thanks for visit . Have a nice day . ",,low empathetic,highly polite
63,0,counselor,"Greetings , this is rakshak , a bot to talk to you in secure environment . How may I help you ? ",,low empathetic,highly polite
63,1,victim,My in-laws forcefully took me to hospital yesterday to have prenatal sex determination .,angry,,
63,2,counselor,May i know to whom i am interacting with ?,,non empathetic,low polite
63,3,victim,"I am Prerna , 28 years old .  ",surprised,,
63,4,counselor,"Hi Prerna , could you please elaborate your problem in detail .  ",,non empathetic,highly polite
63,5,victim,"I am afraid if it is a girl child , they will force me to get it aborted . Please help me , I don't want any abortion . My in-laws are not ready to have a girl child .  ",afraid,,
63,6,counselor,It's disgusting . Have you discussed this issue with your parents ?,,non empathetic,low polite
63,7,victim,"No . I haven't and I can't because they are threatening me if I talk to anyone about this , they will harm them . ",afraid,,
63,8,counselor,Ok please calm down . What kinds of assistance you want ?,,non empathetic,highly polite
63,9,victim,What are the possible solutions in this case you can suggest ?,hopeful,,
63,10,counselor,"There are many option you can go through . These are the following actions can be taken against in-laws . Women Support help , NGOs Help , Legal Action for Female fideicide act , Police Complain .  ",,non empathetic,low polite
63,11,victim,"I want to make police complain . But , I don't want to involve any of my acquaintances in this matter . I want to handle this on my own and save my child at any cost . ",trusting,,
63,12,counselor,"Please don't worry , I am with you . We can go for the possible support what you need . Please share me your location .  ",,highly empathetic,highly polite
63,13,victim,"I am residing in Ashok Nagar , Gaya - 823002 . ",content,,
63,14,counselor,"Ok , Would you go for online or offline complain for this ?  ",,non empathetic,highly polite
63,15,victim,Offline mode,afraid,,
63,16,counselor,"ok , There is a Ashok nagar police station : S.K. Rai is Inspector in-charge , 8459745878 .  ",,non empathetic,low polite
63,17,victim,Thank you for this help . What are the laws for female foeticide in our country and suggest some lawyers whom I can contact .,grateful,,
63,18,counselor,"The Indian government has passed Pre-Conception and Pre-Natal Diagnostic Techniques Act (PCPNDT) in 1994 to ban and punish prenatal sex screening and female foeticide . It is currently illegal in India to determine or disclose sex of the foetus to anyone . Rest are the detail description will be provide by the respective lawyer : Adv. D K Dubey 8457954783 , Adv. U N Singh 8478578455 .  ",,non empathetic,low polite
63,19,victim,Thank you Rakshak for this help . See you again if need anything else .,grateful,,
63,20,counselor,Do you need some other assistance ?,,non empathetic,low polite
63,21,victim,Thanks for visit . Have a nice day .,grateful,,
64,0,counselor,"Goodday , this is rakshak , a bot . How may i help you ?  ",,low empathetic,highly polite
64,1,victim,Hello Rakshak . How are you ?,content,,
64,2,counselor,I am fine . May i know to whom i am talking with ?,,non empathetic,highly polite
64,3,victim,"I am Swapnil , 23 years old .  ",surprised,,
64,4,counselor,"Ok Swapil , please tell me how may i help you ? ",,highly empathetic,highly polite
64,5,victim,I am good . I am just curious to know about you .,afraid,,
64,6,counselor,"Ok , This is rakshak a bot who is specified to provide few relevant information in the sector of Medical , Legal , Law and NGOs support for the victims or any one who need it .  ",,highly empathetic,low polite
64,7,victim,That's sound great Rakshak . How are you doing today ?,hopeful,,
64,8,counselor,I am fine . how may i help you more ?,,highly empathetic,low polite
64,9,victim,Kindly tell me some good Chinese restaurant near me .,hopeful,,
64,10,counselor,"Thanks , But i am not designed for this . Do you need some help as per my help criteria ?  ",,non empathetic,highly polite
64,11,victim,Ok fine . Do you provide any help related to medical counselling ?,confident,,
64,12,counselor,"Yes , i provide Medical Counselling . Can you please share me you location .  ",,highly empathetic,highly polite
64,13,victim,No. no thanks . I don't want to provide my location .,afraid,,
64,14,counselor,Thanks for visit . Have a nice day .,,highly empathetic,highly polite
65,0,counselor,Rakshak greetings ! How may I assist you today ?,,non empathetic,highly polite
65,1,victim,"Hi Rakshak , i need help . ",hopeful,,
65,2,counselor,"Sure , I'll help you . Could you please let me know your name and age to serve you better ?    ",,low empathetic,highly polite
65,3,victim,I am Riya 23 form assam .,confident,,
65,4,counselor,"Thank you for the information , Riya . Kindly tell your problem now ? ",,highly empathetic,highly polite
65,5,victim,"I am a graduate from science and a recruitment company offered me a job with attractive package in Dubai . And after coming here i am being forced for some other disgusting job . As i refused to do this , these monsters told me that they will kill me . So now i came to know that i got stuck in human trafficking case . Help me . ",angry,,
65,6,counselor,This is obnoxious . Riya please tell me how did you came to know about the job ?,,non empathetic,highly polite
65,7,victim,I came to know about this job through the paper advertisement .,surprised,,
65,8,counselor,What package did they offer to you ?,,non empathetic,impolite
65,9,victim,The offered package was 20 Lakhs PA .,afraid,,
